,level_0,index,name,desc,type,egg_group
38,38,38,푸린,둥글고 커다란 눈으로 상대를 유인해서 기분 좋은 노래를 들려주어 잠들게 한다.동그랗고 귀여운 눈동자가 여럼풋이 흔들릴 때 상대를 졸립게 하는 신비롭고 기분좋은 노래를 부른다.둥글고 커다란 눈으로 상대를 유인해서 기분 좋은 노래를 들려주어 잠들게 한다.커다랗게 몸을 부풀려서 노래하는 자장가는 평상시보다 길어서 반드시 잠이들게 된다.둥글고 또렷한 눈동자를 쳐다보면 잠이 올 것 같은 기분 좋은 노래를 부르기 시작한다.동그란 눈동자를 흔들면서 노래하는 자장가는 기분 좋아서 들려준 상대를 잠들게 한다.목소리의 파장을 자유로이 바꿀 수 있는 성대가 있어서 상대가 가장 졸리게 되는 파장으로 노래를 부를 수 있다.노래할 때는 한 번도 숨을 쉬지 않는다. 어지간히 잠들지 않는 상대와 맞설 때는 숨을 쉴 수 없기에 푸린도 필사적이다.푸린의 노래로 잠들지 않는 자는 없다. 노래 목소리의 음파는 숙면하고 있을 때의 뇌파와 똑같은 형태를 한다.둥글고 커다란 눈으로 상대를 유인해서 기분 좋은 노래를 들려주어 잠들게 한다.동그랗고 귀여운 눈동자가 어렴풋이 흔들릴 때 상대를 졸립게 하는 신비롭고 기분좋은 노래를 부른다.동그란 눈동자가 흔들릴때 누구나가 잠이 오게 되는 자장가를 부르기 시작한다.커다랗게 몸을 부풀려서 노래하는 자장가는 평상시보다 길어서 반드시 잠이들게 된다.동그랗고 귀여운 눈동자를 쳐다보면 잠이 올 것 같이 기분 좋은 노래를 부르기 시작한다.동그란 눈동자가 흔들릴 때 누구나 잠이 오게 되는 자장가를 부르기 시작한다.동그란 눈동자를 보고 있으면 자지 않고서는 견딜 수 없을 정도의 기분 좋은 노래를 부르기 시작한다.동그랗고 커다란 눈동자로 유인하고 기분 좋은 노래를 불러 상대방을 잠들게 한다.크게 몸을 부풀려 노래하는 자장가는 평소보다 길어서 반드시 잠이 온다.목소리의 파장을 자유로이 바꿀 수 있는 성대가 있어서 상대가 가장 졸리게 되는 파장으로 노래를 부를 수 있다.노래할 때는 한 번도 숨을 쉬지 않는다. 어지간히 잠들지 않는 상대와 맞설 때는 숨을 쉴 수 없기에 푸린도 필사적이다.배를 크게 부풀려서 신비한 멜로디를 노래한다. 들으면 바로 졸음이 쏟아진다.12옥타브를 넘는 음역을 지녔지만 노래를 잘하는지는 푸린 저마다의 노력에 달렸다.백화점 침구 코너에는 푸린의 신비한 자장가를 수록한 CD를 판매하고 있다.부르는 노래는 서식하는 지방에 따라 전혀 다르다. 그중에는 샤우팅하는 듯한 노래도 있다.,"노말,페어리,노말",요정
39,39,39,푸크린,결이 촘촘하고 부드러운 털은 넋을 잃을 정도이다. 털가죽은 고급품으로 취급된다.몸에 탄력성이 있어서 화나게 하면 숨을 들이마셔서 점점 크게 부풀린다.탄력성이 뛰어난 몸은 크게 숨을 들이마시면 한없이 부풀어오른다.2마리가 붙어있으면 서로의 털가죽에 기분이 너무 좋아서 서로 떨어지지 않게 되어버린다.고운결의 세밀한 털을 지니고 있다.화나게 하면 점점 부풀어서는 덤벼들기 때문에 주의가 필요하다.폭신폭신한 털을 만지면 감촉이 좋아서 떨어지지 않게 되고 만다.크고 동그란 눈동자 표면에는 항상 얇은 눈물 막이 쳐져 있다. 먼지가 들어가도 바로 씻겨 나간다.탄력이 뛰어난 몸은 크게 숨을 들이마시면 한없이 부푼다. 부푼 푸크린은 두둥실 떠오른다.극상의 털을 가진 포켓몬. 푸크린 곁에 붙어 자면 최고로 잠자기 편하다. 숨을 마시면 몸이 점점 부푼다.결이 촘촘하고 부드러운 털을 넋을 잃을 정도이다. 털가죽은 고급품으로 취급된다.몸에 탄력성이 있어 화나게 하면 숨을 들이켜서 점점 몸을 크게 부풀린다.세밀한 털은 결이 매우 고와 감촉이 최고로 좋다. 숨을 들이마셔서 몸을 부풀린다.2마리가 붙어있으면 서로의 털가죽에 기분이 너무 좋아서 서로 떨어지지 않게 되어버린다.고운 결의 세밀한 털을 지니고 있다. 화나게 하면 점점 부풀려 덮쳐 누르기 때문에 주의가 필요하다.세밀한 털은 결이 매우 고와 감촉이 최고로 좋다. 숨을 들이마셔서 몸을 부풀린다.세밀한 털은 감촉이 최고로 좋아 무심코 만지면 뗄 수 없게 된다.2마리가 바싹 붙어 있으면 서로의 털이 너무 기분 좋아서 떨어지지 않게 되어버린다.몸에 탄력성이 있어 화나게 하면 숨을 들이켜서 점점 몸을 크게 부풀린다.크고 동그란 눈동자 표면에는 항상 얇은 눈물 막이 쳐져 있다. 먼지가 들어가도 바로 씻겨 나간다.탄력이 뛰어난 몸은 크게 숨을 들이마시면 한없이 부푼다. 부푼 푸크린은 두둥실 떠오른다.푹신푹신한 털은 계절이 바뀔 때 빠진다. 그걸 모아서 뽑아낸 털실은 고급품이다.숨을 들이마셔서 점점 부풀어 오른다. 푸크린끼리는 누가 크게 부풀어 오르나 대결한다.탄력 있는 몸과 세밀한 결의 모피가 인기다. 껴안고 자면 기분 좋다.화가 나면 힘껏 숨을 들이쉬어서 점점 부풀어 오른다. 무려 20배로 커질 때도 있다.,"노말,페어리,노말",요정
40,40,40,주뱃,양쪽 눈이 존재하지 않는다. 입에서 초음파를 내어 어둠 속을 날아다닌다.어두운 곳에 집단으로 소리를 낸다. 초음파를 내뿜어 타겟에 다가간다.입에서 초음파를 내뿜으면서 나는 것은 앞에 뭐가 있는지 탐색하면서 날고 있기 때문이다.날고있을 때는 항상 입에서 나오는 초음파로 주변이 어떤 상태인가 판단하고 있다.어두운 곳도 잘 날아다니는 것은 초음파를 내서 주변의 상태를 조사하기 때문이다.낮에는 무리를 지어 낡은 건물이나 동굴의 천장에 매달려 있는다.낮에 어두운 곳에서 가만히 있는 것은 긴 시간 동안 햇빛을 받으면 전신에 가벼운 화상을 입기 때문이다.태양의 빛을 받으면 몸 상태가 나빠지기 때문에 낮에는 동굴이나 오래된 집의 처마 밑에 매달려 자고 있다.새까만 동굴에서 생활하는 동안 두 눈이 전혀 보이지 않게 되었다. 초음파로 장애물을 탐지한다.양쪽 눈이 존재하지 않는다. 입에서 초음파를 내어 어둠 속을 날아다닌다.어두운 곳에 집단으로 소리를 낸다. 초음파를 내뿜어 타겟에 다가간다.입에서 내는 초음파로 두 눈이 없어도 주위의 장애물을 탐색할 수 있다.태양빛을 싫어한다. 날이 저물 때까지 동굴이나 숲 속 깊은 곳에서 잠잔다.입에서 나오는 초음파를 반사하는 것으로 주변의 상황이나 자신이 있는 곳을 조사하고 있다.날고있을 때는 항상 입에서 나오는 초음파로 주변이 어떤 상태인가 판단하고 있다.캄캄한 곳도 날아다닐 수 있는 것은 초음파를 내서 주변의 상황을 조사하기 때문이다.입에서 나오는 초음파를 반사하는 것으로 주변의 상황이나 자신이 있는 곳을 조사하고 있다.초음파를 내며 주변의 상황을 확인하면서 날기 때문에 두 눈이 없어도 괜찮다.입에서 내는 초음파로 두 눈이 없어도 주위의 장애물을 탐색할 수 있다.양쪽 눈이 존재하지 않는다. 입에서 초음파를 내어 어둠 속을 날아다닌다.낮에 어두운 곳에서 가만히 있는 것은 긴 시간 동안 햇빛을 받으면 전신에 가벼운 화상을 입기 때문이다.태양의 빛을 받으면 몸 상태가 나빠지기 때문에 낮에는 동굴이나 오래된 집의 처마 밑에 매달려 자고 있다.낮에는 동굴에서 자고 있다. 눈이 없어서 초음파로 주변을 확인하면서 날아다닌다.햇빛을 받으면 화상을 입는다. 사용하는 초음파의 진동은 무리에 따라 조금씩 다르다.눈이 없어서 보지 못한다. 입으로 초음파를 발산하여 주변의 상황을 파악한다.햇빛을 받으면 화상을 입을 정도로 피부가 얇다. 추워지면 무리 지어 서로 몸을 기대서 체온을 나눈다.,"독,비행",비행
41,41,41,골뱃,예리한 이빨로 물어뜯어 한 번에 300cc의 피를 빨아먹는다.물리면 끝이다. 죽을 정도로 피를 빨아들이기 때문에 무거워져서 날 수 없게 될 때도 있다.어디선가 소리없이 다가온다. 날카로운 이빨을 써서 깨무는 동시에 피를 빨아댄다.아무리 단단한 피부라도 날카로운 송곳니로 뚫어서 피를 듬뿍 빨아 마신다.300cc의 피를 빨 수 있지만 한번에 너무 많이 빨면 몸이 무거워져서 비틀거린다.먹이감에 이빨을 꽂아 한순간에 300cc의 혈액을 빨아가버린다.생물의 혈액을 매우 좋아한다. 특히 한밤중에 활동하는 경우가 많으며 생피를 찾아 밤하늘을 날아다닌다.4개의 이빨로 물어 혈액을 마신다. 달이 뜨지 않은 캄캄한 밤에는 활발하게 날아다니며 사람이나 포켓몬을 습격한다.단단한 피부도 손쉽게 뚫는 이빨. 사람이나 포켓몬의 혈액이 가장 좋아하는 음식. 어두운 밤을 날아다니며 배후에서 덮친다.예리한 이빨로 물어뜯어 한 번에 300cc의 피를 빨아먹는다.물리면 끝이다. 죽을 정도로 피를 빨아들이기 때문에 무거워져서 날 수 없게 될 때도 있다.사람이나 포켓몬의 혈액을 매우 좋아한다. 목덜미의 혈관을 노리며 밤하늘을 날아다닌다.한번 피를 빨기 시작하면 배가 부를 때까지 그만두지 않는다. 어둠 속을 날며 먹이를 찾는다.아무리 단단한 피부라도 뚫는 예리한 송곳니에는 작은 구멍이 있어서 그 구멍으로 피를 빤다.아무리 단단한 피부라도 날카로운 송곳니로 뚫어서 피를 듬뿍 빨아 마신다.300cc의 피를 빨 수 있지만 한 번에 너무 많이 빨면 몸이 무거워져서 비틀거린다.아무리 단단한 피부라도 뚫는 예리한 송곳니에는 작은 구멍이 있어서 그 구멍으로 피를 빤다.한밤중 활발하게 날아다니며 목표로 삼은 먹이에 송곳니를 찔러서 죽을 만큼 피를 빨아버린다.물리면 끝이다. 죽을 정도로 피를 빨아들이기 때문에 무거워져서 날 수 없게 될 때도 있다.한번 피를 빨기 시작하면 배가 부를 때까지 그만두지 않는다. 어둠 속을 날며 먹이를 찾는다.생물의 혈액을 매우 좋아한다. 특히 한밤중에 활동하는 경우가 많으며 생피를 찾아 밤하늘을 날아다닌다.4개의 이빨로 물어 혈액을 마신다. 달이 뜨지 않은 캄캄한 밤에는 활발하게 날아다니며 사람이나 포켓몬을 습격한다.두꺼운 이빨은 빨대처럼 속이 비어있어 의외로 약하다. 피를 빠는데 특화된 것이다.피를 너무 빨아들여 날 수 없게 되어 땅에 떨어져 다른 포켓몬의 먹이가 되는 일도 있다.배가 고픈 나머지 강철포켓몬을 물어 버리는 바람에 이빨이 빠진 골뱃을 가끔 볼 수 있다.한 번에 300cc의 혈액을 빨아들인다. 너무 많은 피를 빨아들여서 날 수 없게 되는 일도 있다.,"독,비행",비행
42,42,42,뚜벅쵸,별명 걸어 다니는 독초. 밤이 되면 2개의 뿌리로 300m나 걷는다고 한다.낮에는 얼굴을 땅에 파묻고 별로 움직이지 않는다. 밤이 되면 씨를 뿌려대면서 걸어다닌다.그냥 풀이라고 생각해 뽑아내려고 하면 울음소리를 낸다. 왠지 아주 무시무시한 기분.달빛을 받아 눈을 뜨면 이곳저곳을 돌아다닌다. 낮에는 땅속에서 꼼짝않고 있다.달빛을 받아 움직인다. 밤중에 씨앗을 여기저기에 뿌리기 위해 돌아다닌다.낮에는 태양을 피하려고 차가운 땅 속에 들어가 있다. 달빛을 쬐어 성장한다.낮에 땅속에 몸을 묻고 땅의 영양을 전신으로 빨아올린다. 비옥한 땅일수록 잎사귀에 윤이 난다고 한다.영양 만점인 흙을 찾아 몸을 묻는다. 낮 동안 땅에 묻혀 있을 때는 다리가 나무뿌리 같은 형태를 띠고 있는 듯하다.달빛을 받으며 성장하는 포켓몬. 낮에는 잎사귀만 내놓고 땅 속에 들어가 있기 때문에 적에게 잘 들키지 않는다.별명 걸어 다니는 독초. 밤이 되면 2개의 뿌리로 300m나 걷는다고 한다.낮에는 얼굴을 땅에 파묻고 별로 움직이지 않는다. 밤이 되면 씨를 뿌려대면서 걸어다닌다.낮에는 뿌리인 발을 땅에 박고 움직이지 않을 때가 많다. 밤에 돌아다니며 씨를 뿌린다.달빛을 받아 눈을 뜨면 이곳저곳을 돌아다닌다. 낮에는 땅속에서 꼼짝않고 있다.달빛을 받아 움직인다. 밤중에 씨앗을 여기저기 뿌리기 위해 돌아다닌다.낮에는 뿌리인 발을 땅에 박고 움직이지 않을 때가 많다. 밤에 돌아다니며 씨를 뿌린다.낮에는 태양을 피하려고 차가운 땅속에 들어가 있다. 달빛을 쬐어 성장한다.별명 걸어 다니는 독초. 밤이 되면 2개의 뿌리로 300m나 걷는다고 한다.낮에 땅속에 몸을 묻고 땅의 영양을 전신으로 빨아올린다. 비옥한 땅일수록 잎사귀에 윤이 난다고 한다.영양 만점인 흙을 찾아 몸을 묻는다. 낮 동안 땅에 묻혀 있을 때는 다리가 나무뿌리 같은 형태를 띠고 있는 듯하다.,"풀,독",식물
43,43,43,냄새꼬,암꽃술이 내뿜는 터무니없이 고약한 냄새는 2km 앞까지 닿아 까무러치게 한다.입에서 나오는 액체는 침이 아니라 사실은 먹이를 유인하기 위한 꿀이다.강렬한 악취가 난다! 그럼에도 불구하고 1000명에 한 명 정도 이 냄새를 즐겨 맡는 사람이 있다.군침을 흘리는 듯한 달콤한 꿀. 매우 끈적거려서 몸에 닿으면 오랫동안 떨어지지 않는다.끈적끈적 거리는 침 같은 꿀. 매우 달콤하지만 냄새가 의외로 역겨워서 다가갈 수 없다.꽃에서 흘러나오는 꽃가루도 침처럼 늘어진 꿀도 기절할 듯한 냄새가 난다.위험을 느끼면 입술에서 내는 구린 냄새가 더 강해지지만 마음이 평안할 때는 구린 냄새를 내지 않는다.아무래도 냄새꼬는 입에서 나는 맹렬한 악취를 매우 좋아하는 것 같다. 냄새를 맡으면 더욱 꿀이 넘쳐난다.입에서 흘러나오는 꿀 냄새를 맡으면 터무니없는 지독함에 기억이 없어진다는 듯 하다.암꽃술이 내뿜는 터무니없이 고약한 냄새는 2km 앞까지 닿아 까무러치게 한다.입에서 나오는 액체는 침이 아니라 사실은 먹이를 유인하기 위한 꿀이다.입에서 흘러내리는 꿀은 2km 떨어져 있어도 코가 비뚤어질 정도의 심한 악취가 난다.군침을 흘리는 듯한 달콤한 꿀 매우 끈적거려서 몸에 닿으면 오랫동안 떨어지지 않는다.끈적끈적 거리는 침 같은 꿀. 매우 달콤하지만 냄새가 너무나 역겨워서 다가갈 수 없다.입에서 흘러내리는 꿀은 2km 떨어져 있어도 코가 비뚤어질 정도의 심한 악취가 난다.강렬한 악취가 난다! 그럼에도 불구하고 1000명에 한 명 정도 이 냄새를 즐겨 맡는 사람이 있다.입에서 흘러내리는 꿀은 2km 떨어져 있어도 머리가 아플 정도로 심한 악취가 난다.위험을 느끼면 입술에서 내는 구린 냄새가 더 강해지지만 마음이 평안할 때는 구린 냄새를 내지 않는다.아무래도 냄새꼬는 입에서 나는 맹렬한 악취를 매우 좋아하는 것 같다. 냄새를 맡으면 더욱 꿀이 넘쳐난다.,"풀,독",식물
44,44,44,라플레시아,세상에서 가장 큰 꽃잎에서 알레르기를 일으키는 꽃가루를 흩뿌린다.꽃잎이 클수록 많은 꽃가루를 만들어 내지만 머리가 무거워서 지쳐버린다고 한다.독 꽃가루를 뿌려대기 위해서 커다란 꽃잎을 흔들면 굉장한 소리도 울려퍼진다.세계최고의 커다란 꽃잎은 걸어다닐 때마다 흔들려 대량의 독가루를 흩뿌리게 되어버린다.뽕 하는 소리가 나며 꽃봉오리가 열리면 알레르기를 일으키는 독가루를 뿌리기 시작한다.큰 꽃잎이 흔들리면 대량의 꽃가루가 흩뿌려져 주위의 공기가 노랗게 된다.독 꽃가루는 심한 알레르기를 일으킨다. 정글에서 아름다운 꽃을 발견해도 섣불리 다가가지 않는 것이 좋다.세계에서 제일 큰 꽃잎으로 먹이를 유인하여 독 꽃가루를 끼얹는다. 움직이지 못하게 된 먹이를 잡아먹는다.독가루를 많이 생성하는 시기가 되면 라플레시아를 둘러싸는 공기는 걸을 때마다 가루 때문에 누렇게 변한다. 라플레시아의 가루는 알르레기와 마비를 일으킨다.세계에서 제일 큰 꽃잎을 가지고 있다. 알르레기를 일으킬 수 있는 가루를 뿌리고 다닌다.꽃잎이 클수록 많은 꽃가루를 만들어 내지만 머리가 무거워서 지쳐버린다고 한다.세계에서 꽃잎이 제일 크다. 심한 알레르기를 일으킬 독 꽃가루를 흩뿌리며 걷는다.세계최고의 커다란 꽃잎은 걸어다닐 때마다 흔들려 대량의 독가루를 흩뿌리게 되어버린다.펑하는 소리가 나며 꽃봉오리가 열리면 알레르기를 일으키는 독 꽃가루를 뿌리기 시작한다.세계에서 꽃잎이 제일 크다. 심한 알레르기를 일으킬 독 꽃가루를 흩뿌리며 걷는다.꽃잎이 클수록 많은 꽃가루를 만들어 내지만 머리가 무거워서 지쳐버린다고 한다.세계에서 제일 큰 꽃잎은 걸을 때마다 흔들려 대량의 독 꽃가루를 흩뿌린다.독 꽃가루는 심한 알레르기를 일으킨다. 정글에서 아름다운 꽃을 발견해도 섣불리 다가가지 않는 것이 좋다.세계에서 제일 큰 꽃잎으로 먹이를 유인하여 독 꽃가루를 끼얹는다. 움직이지 못하게 된 먹이를 잡아먹는다.,"풀,독",식물
45,45,45,파라스,벌레의 등에 난 것은 동충하초라는 버섯이다. 성장하면 버섯도 커진다.구멍을 파서 나무뿌리로부터 영양을 섭취하지만 대부분은 등에 있는 버섯에게 빼앗긴다.벌레의 등에 난 것은 동충하초라는 버섯이다. 성장하면 버섯도 커진다.구멍을 파서 나무뿌리로부터 영양을 섭취하지만 대부분은 등에 있는 버섯에게 빼앗긴다.전신에 버섯포자를 뒤집어쓰로 태어난다. 몸이 자라면 등에서 버섯이 자라난다.몸이 자라게 되면 등에서 동충하초 라고 하는 버섯이 돋아난다.동충하초라는 등에 돋아나는 버섯이 명령해서 나무뿌리에서 진액을 빨게 한다.파라스로부터 양분을 빨아들여 자란 버섯은 동충하초라고 불리고 있다. 장수의 약이 되는 귀중한 버섯이다.벌레의 등에 난 것은 동충하초라는 버섯이다. 성장하면 버섯도 커진다.구멍을 파서 나무뿌리로부터 영양을 섭취하지만 대부분은 등에 있는 버섯에게 빼앗긴다.동충하초라고 불리는 버섯을 등에 기르고 있다. 파라스와 함께 크게 자란다.전신에 버섯포자를 뒤집어쓰로 태어난다. 몸이 자라면 등에서 버섯이 자라난다.몸이 크게 자라면 등에서 동충하초라는 버섯이 돋아난다.동충하초라고 불리는 버섯을 등에 기르고 있다. 파라스와 함께 크게 자란다.벌레의 등에 돋아나 있는 것은 동충하초라는 버섯이다. 성장하면 버섯도 커진다.구멍을 파서 나무뿌리로부터 영양을 섭취하지만 대부분은 등에 있는 버섯에게 빼앗긴다.파라스로부터 양분을 빨아들여 자란 버섯은 동충하초라고 불리고 있다. 장수의 약이 되는 귀중한 버섯이다.먹어도 먹어도 등에 돋아나 있는 버섯이 대부분의 영양을 빼앗아간다.동충하초라고 불리는 등의 버섯은 장수의 약이다. 말려서 가루로 만들어 사용한다.습도가 낮아서인지 영양이 부족해서인지 알로라 파라스의 버섯은 성장이 그저 그렇다.동충하초라고 불리는 버섯이 벌레를 조종하고 있다. 벌레의 의사는 무시된다.,"벌레,풀","벌레,식물"
46,46,46,파라섹트,버섯갓에서 독포자를 날린다. 하지만 중국에서는 이 포자를 약재로 이용한다.벌레의 몸보다 커진 버섯의 의지로 활동한다. 축축한 곳을 좋아한다고 한다.버섯갓에서 독포자를 날린다. 하지만 중국에서는 이 포자를 약재로 이용한다.벌레의 몸보다 커진 버섯의 의지로 활동한다. 축축한 곳을 좋아한다고 한다.어둡고 축축한 장소를 좋아한다. 그것은 벌레가 아닌 크게 자란 등의 버섯의 바램이다.등의 버섯이 자랄수록 흩뿌려지는 버섯포자의 효과는 강력해진다.벌레에게서 진액이 빨리지 않게 되면 등의 버섯은 벌레의 알을 찾아 포자를 심는다.파라섹트는 집단으로 큰 나무의 밑동에 붙어 영양을 빨아들인다. 말라버리면 일제히 다른 나무로 이동한다.버섯갓에서 독포자를 날린다. 하지만 중국에서는 이 포자를 약재로 이용한다.벌레의 몸보다 커진 버섯의 의지로 활동한다. 축축한 곳을 좋아한다고 한다.몸보다 큰 버섯이 파라섹트를 조종하고 있다. 독 포자를 여기저기 뿌린다.벌레인 몸보다 크게 자란 버섯의 의지로 활동한다. 습한 장소를 좋아한다고 한다.어둡고 축축한 장소를 좋아한다. 그것은 벌레가 아닌 크게 자란 등의 버섯의 바램이다.등의 버섯이 자랄수록 흩뿌려지는 버섯포자의 효과는 강력해진다.몸보다 큰 버섯이 파라섹트를 조종하고 있다. 독 포자를 여기저기 뿌린다.등의 버섯이 자랄수록 흩뿌려지는 버섯포자의 효과는 강력해진다.파라섹트는 집단으로 큰 나무의 밑동에 붙어 영양을 빨아들인다. 말라버리면 일제히 다른 나무로 이동한다.큰 버섯이 파라섹트를 조종하고 있다. 자주 마셰이드와 영역싸움을 하고 있다.버섯의 갓에서 독 포자를 흩뿌린다. 포자를 모아서 달이면 한약이 된다.벌레는 거의 죽은 상태이고 본체는 등의 버섯이다. 떨어지면 더는 움직일 수 없다.독 포자는 한방약으로도 사용된다. 알로라산은 그다지 품질이 좋지 않다고 한다.,"벌레,풀","벌레,식물"
47,47,47,콘팡,눈이 레이더  역할을 해서 어둠 속에서도 활동할 수 있다. 눈에서 빔을 발사한다.큰 나무 밑에 살며 벌레 등을 먹는 듯 하다. 밤에는 불빛을 향해 찾아온다.레이더인 큰 눈을 밝은 곳에서 보면 작은 눈이 모여 형성된 것임을 알 수 있다.양쪽 눈은 레이더 기능을 가지고 있다. 어둠에 숨어있는 작은 벌레도 잡아먹는다전신에서 독이 번져나온다. 어두워지면 밝은 곳에 모인 작은 벌레를 잡아 먹는다.먹잇감으로 삼는 작은 벌레는 밤에만 활동하기에 그 때까지 나무의 구멍 등에서 잔다.몸을 지키기 위해 가늘고 딱딱한 털이 전신을 둘러싸게 됐다고 전해진다. 작은 먹잇감도 놓치지 않는 눈을 가졌다.눈이 레이더 역할을 해서 어둠 속에서도 활동할 수 있다. 눈에서 빔을 발사한다.큰 나무 밑에 살며 벌레 등을 먹는 듯 하다. 밤에는 불빛을 향해 찾아온다.작은 눈이 많이 모여 큰 눈을 이루고 있다. 밤이 되면 불빛을 향해 모여든다.양쪽 눈은 레이더 기능을 가지고 있다. 어둠에 숨어있는 작은 벌레도 잡아먹는다전신에서 독이 번져나온다. 어두워지면 밝은 곳에 모인 작은 벌레를 잡아먹는다.작은 눈이 많이 모여 큰 눈을 이루고 있다. 밤이 되면 불빛을 향해 모여든다.작은 눈이 많이 모여 큰 눈을 이루고 있다. 밤이 되면 불빛을 향해 보여든다.눈이 레이더  역할을 해서 어둠 속에서도 활동할 수 있다. 눈에서 빔을 발사한다.몸을 지키기 위해 가늘고 딱딱한 털이 전신을 둘러싸게 됐다고 전해진다. 작은 먹잇감도 놓치지 않는 눈을 가졌다.,"벌레,독",벌레
48,48,48,도나리,날개에 인분이 붙어있어 날개를 팔랑거릴 때마다 맹독 가루를 뿌린다.날개를 덮은 날개가루는 색깔에 따라 다양한 독을 갖고 있는 듯 하다.날개의 가루는 몸에 붙으면 좀처럼 떨어지지 않는다. 게다가 거기서 독 성분이 스며든다.공격할 때는 격하게 커다란 날개를 움직여서 독가루를 뿌린다.날개의 가루는 상태에 따라 색이 짙어지면 독의 성질을 내고 색이 옅어지면 마비의 효과를 나타낸다.흩뿌려진 날개 가루에 닿으면 몸의 감각이 이상해져서 똑바로 서 있을 수 없게 된다.야행성으로 밤에 활동을 시작한다. 가로등 빛에 이끌려 모여든 작은 벌레를 즐겨 먹는다.날개에 인분이 붙어있어 날개를 팔랑거릴 때마다 맹독 가루를 뿌린다.날개를 덮은 날개가루는 색깔에 따라 다양한 독을 갖고 있는 듯 하다.날개를 쳐서 날개 가루를 흩뿌린다. 날개 가루가 몸에 붙으면 독 성분이 피부에 스며든다.공격할 때는 격하게 커다란 날개를 움직여서 독가루를 뿌린다.날개의 가루는 상태에 따라 색이 짙어지면 독의 성질을 내고 색이 옅어지면 마비의 효과를 나타낸다.날개를 쳐서 날개 가루를 흩뿌린다. 날개 가루가 몸에 붙으면 독 성분이 피부에 스며든다.흩뿌려진 날개 가루에 닿으면 몸의 감각이 이상해져서 똑바로 서 있을 수 없게 된다.날개에 인분이 붙어있어 날개를 팔랑거릴 때마다 맹독 가루를 뿌린다.야행성으로 밤에 활동을 시작한다. 가로등 빛에 이끌려 모여든 작은 벌레를 즐겨 먹는다.,"벌레,독",벌레
49,49,49,디그다,땅 속 얕은 곳을 이동한다. 굴을 판 후에는 지면이 튀어나와 있기 때문에 바로 알 수 있다.지하 1m 정도를 파고들어 가서 나무뿌리 등을 씹어 먹고 산다. 가끔 지상으로 얼굴을 내민다.어두운 곳을 좋아한다. 거의 땅 속에서 지내지만 동굴에서는 자주 얼굴을 내민다.피부가 매우 앏기 때문에 빛에 쪼이게 되면 혈액이 데워져서 약해져버린다.디그다가 지나간 뒤의 대지는 알맞게 땅이 갈려 최고의 밭이 된다.지면을 파들어가 나무뿌리를 갉아 먹는다. 눈부시지 않으면 지상으로 얼굴을 내밀기도 한다.농가 대부분이 디그다를 기르고 있다. 디그다가 구멍을 판 땅은 적당히 일궈져 있어 맛있는 채소가 재배되기 때문이다.땅속 얕은 곳을 이동한다. 지나간 자리는 지면이 부풀어 올라와 있어 쉽게 알 수 있다.지하 1m 정도를 파고들어 가서 나무뿌리 등을 씹어 먹고 산다. 가끔 지상으로 얼굴을 내민다.땅속에서 살고 있는 포켓몬이다. 어두운 지하에 있기 때문에 밝은 태양을 싫어한다.피부가 매우 앏기 때문에 빛에 쪼이게 되면 혈액이 데워져서 약해져버린다.디그다가 지나간 뒤의 대지는 알맞게 땅이 갈려 최고의 밭이 된다.땅속에서 살고 있는 포켓몬이다. 어두운 지하에 있기 때문에 밝은 태양을 싫어한다.지하 1m 정도를 파고들어 가서 나무뿌리 등을 씹어 먹고 산다. 가끔 지상으로 얼굴을 내민다.피부가 매우 얇아서 빛을 쪼이게 되면 혈액이 데워져 약해진다.농가 대부분이 디그다를 기르고 있다. 디그다가 구멍을 판 땅은 적당히 일궈져 있어 맛있는 채소가 재배되기 때문이다.지하에서 나무뿌리를 갉아먹는다. 키우는 채소의 품종에 따라서는 농가에 해를 끼치는 포켓몬이다.디그다가 사는 땅은 일궈져 있으며 배설물로 비옥해져서 많은 농가에서 소중히 기르고 있다.지하에 터널을 파서 이동한다. 빛을 싫어해서 해가 진 후에 지상으로 나온다.농가에서는 작물 주변에 디그다가 좋아하는 나무를 심어서 땅을 일구게 하고 있다.,땅,육상
